ConvID_qtmentions,text,ratings
11514_0,hello HI what kind of movie do you want to see ? ,"[(2941, 1), (2895, 1), (112, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11514_1,hello HI what kind of movie do you want to see ? I'm looking for a movie -- I like @122385 and stuff ,"[(2895, 1), (112, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11514_2,hello HI what kind of movie do you want to see ? I'm looking for a movie -- I like @122385 and stuff @112737 has the same type of humor I don't believe I'm familiar with that one ,"[(2941, 1), (2895, 1), (112, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11514_3,"hello HI what kind of movie do you want to see ? I'm looking for a movie -- I like @122385 and stuff @112737 has the same type of humor I don't believe I'm familiar with that one it is direct by the Farrely brothers, the same that did @122385 Hmm ","[(112, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11527_0,Hello Any particular film you've enjoyed in the past that you'd like a related suggestion for? ,"[(2424, 1), (3154, 1), (4073, 1), (2216, 1), (1289, 1), (610, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11527_1,Hello Any particular film you've enjoyed in the past that you'd like a related suggestion for? Hello know any good action films like @151318? ,"[(2424, 1), (3154, 1), (4073, 1), (2216, 1), (1289, 1), (610, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11527_2,Hello Any particular film you've enjoyed in the past that you'd like a related suggestion for? Hello know any good action films like @151318? I love @151318 There were a couple of sequels that were decent ,"[(3154, 1), (4073, 1), (2216, 1), (1289, 1), (610, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11527_3,Hello Any particular film you've enjoyed in the past that you'd like a related suggestion for? Hello know any good action films like @151318? I love @151318 There were a couple of sequels that were decent Or @110352 maybe? Yeah I enjoyed those too ,"[(2216, 1), (1289, 1), (610, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11527_5,Hello Any particular film you've enjoyed in the past that you'd like a related suggestion for? Hello know any good action films like @151318? I love @151318 There were a couple of sequels that were decent Or @110352 maybe? Yeah I enjoyed those too @179359 and @184022 ,"[(1289, 1), (610, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11527_6,Hello Any particular film you've enjoyed in the past that you'd like a related suggestion for? Hello know any good action films like @151318? I love @151318 There were a couple of sequels that were decent Or @110352 maybe? Yeah I enjoyed those too @179359 and @184022 The @174719 has good action fight and car chase scenes ,"[(610, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11553_0,"Hey, what kind of movies are you into ","[(85, 1), (6147, 1), (1887, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11553_1,"Hey, what kind of movies are you into I'm looking for more off-beat British comedies like @182960  What do you recommend? ","[(6147, 1), (1887, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11553_2,"Hey, what kind of movies are you into I'm looking for more off-beat British comedies like @182960  What do you recommend? @197133 was one of my favorites Im not sure about British comedies though ","[(1887, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11557_0,"Hey there, what kind of movies are you into Hi, watched any good Jennifer Lawrence movies lately? ","[(747, 1), (4561, 1), (480, 1), (1830, 1), (3418, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11557_1,"Hey there, what kind of movies are you into Hi, watched any good Jennifer Lawrence movies lately? I liked her in @159503 with Chris Pratt ","[(4561, 1), (480, 1), (1830, 1), (3418, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11557_2,"Hey there, what kind of movies are you into Hi, watched any good Jennifer Lawrence movies lately? I liked her in @159503 with Chris Pratt @134885 was great Yeah, passengers was awesome I keep hearing that I just have to watch then soon. ","[(480, 1), (1830, 1), (3418, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11557_4,"Hey there, what kind of movies are you into Hi, watched any good Jennifer Lawrence movies lately? I liked her in @159503 with Chris Pratt @134885 was great Yeah, passengers was awesome I keep hearing that I just have to watch then soon. Do you have a favorite @100750  or @91141 Both are equally awesome Ok ","[(3418, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11565_0,Hi Hello. I'm looking for some new animated family films. Can you help? ,"[(2146, 1), (584, 1), (5924, 1), (1299, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11565_1,Hi Hello. I'm looking for some new animated family films. Can you help? our favorite is @165710 ,"[(584, 1), (5924, 1), (1299, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11565_2,Hi Hello. I'm looking for some new animated family films. Can you help? our favorite is @165710 Have you seen @108801 ? ,"[(5924, 1), (1299, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11565_3,Hi Hello. I'm looking for some new animated family films. Can you help? our favorite is @165710 Have you seen @108801 ? I have not. Is that like a sequel to @166852 ? It's a spin off ,"[(5924, 1), (1299, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11565_4,Hi Hello. I'm looking for some new animated family films. Can you help? our favorite is @165710 Have you seen @108801 ? I have not. Is that like a sequel to @166852 ? It's a spin off Oh cool. I've seen @166852 but didn't know there were others ,"[(1299, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11565_6,Hi Hello. I'm looking for some new animated family films. Can you help? our favorite is @165710 Have you seen @108801 ? I have not. Is that like a sequel to @166852 ? It's a spin off Oh cool. I've seen @166852 but didn't know there were others There's also @170530  and @160464 ,"[(5924, 1), (1299, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11568_0,Hello What type of film could I help you with today? Any particular favorite classics that you enjoy? Can you recommend some musicals? ,"[(1902, 1), (1686, 1), (5851, 1), (6391, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11568_1,Hello What type of film could I help you with today? Any particular favorite classics that you enjoy? Can you recommend some musicals? @93497 is a classic ,"[(1686, 1), (5851, 1), (6391, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11568_2,Hello What type of film could I help you with today? Any particular favorite classics that you enjoy? Can you recommend some musicals? @93497 is a classic @107514 is a favorite ,"[(5851, 1), (6391, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11568_3,"Hello What type of film could I help you with today? Any particular favorite classics that you enjoy? Can you recommend some musicals? @93497 is a classic @107514 is a favorite Yeah! I like that one, and @187102 too Is that the Disney movie? Yep I haven't actually seen that movie, I'll have to add it to my list ","[(6391, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11617_0,Hi! What kind of movies do you like? Hi there!  I really like Anime movies! Interesting choice!! Not many people like Anime anymore these days. ,"[(1865, 1), (6234, 1), (6269, 1), (3515, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11617_1,Hi! What kind of movies do you like? Hi there!  I really like Anime movies! Interesting choice!! Not many people like Anime anymore these days. Have you seen @151180 ? I actually have!  Repeatedly really.  My son loves that stuff!  It's fun though! ,"[(6234, 1), (6269, 1), (3515, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11617_2,Hi! What kind of movies do you like? Hi there!  I really like Anime movies! Interesting choice!! Not many people like Anime anymore these days. Have you seen @151180 ? I actually have!  Repeatedly really.  My son loves that stuff!  It's fun though! or @205716 My daughter loves Pokemon too I dont get it lol ,"[(6269, 1), (3515, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11617_3,Hi! What kind of movies do you like? Hi there!  I really like Anime movies! Interesting choice!! Not many people like Anime anymore these days. Have you seen @151180 ? I actually have!  Repeatedly really.  My son loves that stuff!  It's fun though! or @205716 My daughter loves Pokemon too I dont get it lol What about @96460 I've not seen that one but I think I'll add it to my list of movies I need to track down. ,"[(3515, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11637_0,"Hi What movies do you want? I like action from the 80s with chuck norris? Van Damme, Segall Norris yeah Okay let me think ","[(383, 1), (5557, 1), (714, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11637_1,"Hi What movies do you want? I like action from the 80s with chuck norris? Van Damme, Segall Norris yeah Okay let me think @147901 is one of my favorites from Norris ","[(5557, 1), (714, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11637_2,"Hi What movies do you want? I like action from the 80s with chuck norris? Van Damme, Segall Norris yeah Okay let me think @147901 is one of my favorites from Norris @100312 is another good one ","[(714, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11648_0,What can I do for you today ,"[(6158, 1), (5880, 0), (6571, 1), (890, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11648_1,"What can I do for you today Hi there, I am looking for a spanish movie like @165473 ","[(6158, 1), (5880, 0), (6571, 1), (890, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11648_2,"What can I do for you today Hi there, I am looking for a spanish movie like @165473 Hi there, I am looking for a spanish movie like @165473 Well with Paz Vega or Penelope Cruz in it anyway ","[(5880, 0), (6571, 1), (890, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11648_3,"What can I do for you today Hi there, I am looking for a spanish movie like @165473 Hi there, I am looking for a spanish movie like @165473 Well with Paz Vega or Penelope Cruz in it anyway Have you ever seen @96054 that is a good one. no, I haven't.. I will check it out! ","[(6571, 1), (890, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11648_4,"What can I do for you today Hi there, I am looking for a spanish movie like @165473 Hi there, I am looking for a spanish movie like @165473 Well with Paz Vega or Penelope Cruz in it anyway Have you ever seen @96054 that is a good one. no, I haven't.. I will check it out! Have you seen the Indie film that @193041 is based on Yeah.. it was actually much better than the Tom Cruize version ","[(890, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11653_0,Hi there!  What type of movie are you interested in seeing? ,"[(5958, 1), (4457, 1), (3494, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11653_1,Hi there!  What type of movie are you interested in seeing? @205719  was a pretty well regarded drama last year ,"[(4457, 1), (3494, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11653_2,"Hi there!  What type of movie are you interested in seeing? @205719  was a pretty well regarded drama last year Hi, maybe something like @193372 okay! okay! ","[(3494, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11653_3,"Hi there!  What type of movie are you interested in seeing? @205719  was a pretty well regarded drama last year Hi, maybe something like @193372 okay! okay! how about @120349 ? ","[(3494, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11691_0,HI hi what is your movie mood this morning ,"[(1178, 1), (972, 1), (6099, 1), (2689, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11691_1,"HI hi what is your movie mood this morning Do you have any recommendations for actions movies, like @148904 ? ","[(972, 1), (6099, 1), (2689, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11691_2,"HI hi what is your movie mood this morning Do you have any recommendations for actions movies, like @148904 ? @170305 is good. Yeah I have seen it, it is really good ","[(6099, 1), (2689, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11691_4,"HI hi what is your movie mood this morning Do you have any recommendations for actions movies, like @148904 ? @170305 is good. Yeah I have seen it, it is really good @161313 maybe.. @115518 have you seen that? ","[(6099, 1), (2689, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11709_0,Hello salud infuego un hieduk Hi ,"[(6150, 1), (345, 1), (5216, 1), (264, 1), (5401, 1), (2955, 1), (3976, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11709_1,Hello salud infuego un hieduk Hi I'm looking for a movie like @107514 that is a good movie Hmm..  I just don't know what to watch  ,"[(345, 1), (5216, 1), (264, 1), (5401, 1), (2955, 1), (3976, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11709_3,Hello salud infuego un hieduk Hi I'm looking for a movie like @107514 that is a good movie Hmm..  I just don't know what to watch  I you like @107514 you should check out @128782 Pff.. it's also made by disney yeah ,"[(5216, 1), (264, 1), (5401, 1), (2955, 1), (3976, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11709_4,Hello salud infuego un hieduk Hi I'm looking for a movie like @107514 that is a good movie Hmm..  I just don't know what to watch  I you like @107514 you should check out @128782 Pff.. it's also made by disney yeah @132885 is a good movie I've never heard of it... ,"[(264, 1), (5401, 1), (2955, 1), (3976, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11709_5,Hello salud infuego un hieduk Hi I'm looking for a movie like @107514 that is a good movie Hmm..  I just don't know what to watch  I you like @107514 you should check out @128782 Pff.. it's also made by disney yeah @132885 is a good movie I've never heard of it... do you like the movie @91332 ? i don't.. do you like .. whats that movie with Jesse Eisenberg with zombies ,"[(5401, 1), (2955, 1), (3976, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11709_6,"Hello salud infuego un hieduk Hi I'm looking for a movie like @107514 that is a good movie Hmm..  I just don't know what to watch  I you like @107514 you should check out @128782 Pff.. it's also made by disney yeah @132885 is a good movie I've never heard of it... do you like the movie @91332 ? i don't.. do you like .. whats that movie with Jesse Eisenberg with zombies @99715 ? I'm not sure Oh! yeah Was bill murray in that one? lol.. yeah he's good in everything yeah, not really like what? ","[(2955, 1), (3976, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11709_7,"Hello salud infuego un hieduk Hi I'm looking for a movie like @107514 that is a good movie Hmm..  I just don't know what to watch  I you like @107514 you should check out @128782 Pff.. it's also made by disney yeah @132885 is a good movie I've never heard of it... do you like the movie @91332 ? i don't.. do you like .. whats that movie with Jesse Eisenberg with zombies @99715 ? I'm not sure Oh! yeah Was bill murray in that one? lol.. yeah he's good in everything yeah, not really like what? @190543 I liked that movie ","[(3976, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11710_0,Hey how are you? ,"[(3047, 1), (1426, 1), (4289, 1), (2678, 1), (6323, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11710_2,Hey how are you? Hey there! I'm looking for something like @178813 or @172660 both were great movies ,"[(2678, 1), (6323, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11710_4,"Hey how are you? Hey there! I'm looking for something like @178813 or @172660 both were great movies Have you watched @171202  or @185117 ? Never watched Bim, but Gladiator was great I enjoyed both. ","[(6323, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11720_0,hello i''m interested in seeing a comedy ,"[(1837, 1), (264, 0), (2368, 0), (1799, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11720_1,hello i''m interested in seeing a comedy I really like @138962 ,"[(264, 0), (2368, 0), (1799, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11720_2,hello i''m interested in seeing a comedy I really like @138962 and @140066 ,"[(2368, 0), (1799, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11726_0,Hello Hey there! what type of movie are you interested in seeing? ,"[(2997, 1), (6028, 1), (1837, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11726_1,Hello Hey there! what type of movie are you interested in seeing? I'm looking for something like @134643 ,"[(6028, 1), (1837, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11726_2,"Hello Hey there! what type of movie are you interested in seeing? I'm looking for something like @134643 or like @145814 Both are some of my favorite movies sure I got you on these, some of my favorites too ","[(1837, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11757_0,"Hi! Hi there! Im looking for movies with Robin WIlliams in them please What movies are you looking for? Whoops, sorry ","[(791, 1), (6418, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11757_1,"Hi! Hi there! Im looking for movies with Robin WIlliams in them please What movies are you looking for? Whoops, sorry Have you seen @153858 ? Yes its a classic and one of his best I loved that movie. What else can you suggest? What about @188446 ? I dont think Ive seen that one. Who else stars in it? Daryl Sabara and Alexie Gilmore Ill have to add it to my watch list. What else can you suggest? ","[(6418, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
11766_0,"Hello! Hi there! Can you recommend any newer action movies,. ","[(3447, 1), (1714, 1), (3636, 1), (1560, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
